dishId,cluster,ingredientName
92221,4,"['牛小排', '太白粉', '雞蛋', '豆莢', '秋葵']"
92223,0,"['雞蛋', '低筋麵粉', '巧克力']"
92229,2,"['排骨', '米', '蔥', '薑', '白蘿蔔', '雞蛋', '香菜', '干貝']"
92230,0,"['牛奶', '鮮奶油', '雞蛋']"
92240,4,"['干貝', '花椰菜', '蔥', '蒜頭', '紹興酒']"
92245,4,"['洋蔥', '玉米筍', '蔥']"
92246,1,"['豬肉', '蒜頭']"
92260,2,"['花椰菜', '甜椒', '蒜頭', '鮮雞晶']"
92261,2,"['筊白筍', '蝦子', '蔥', '薑', '芹菜', '地瓜', '紹興酒']"
92262,2,"['高麗菜', '紅蘿蔔', '薑']"
92265,2,"['絲瓜', '紅蘿蔔', '蒜頭']"
92270,4,"['鮮魚', '薑', '蔥', '紹興酒', '太白粉']"
92271,4,"['肉絲', '蔥', '蒜頭', '雞蛋', '紹興酒', '太白粉']"
92273,0,"['中筋麵粉', '泡打粉', '雞蛋', '牛奶', '葡萄乾', '蔓越莓']"
92275,2,"['海帶', '豬絞肉', '山藥', '香菇', '香菜', '蔭瓜']"
92278,4,"['玉米', '牛奶', '高湯', '雞蛋', '火腿', '紅蘿蔔', '太白粉']"
92281,0,"['牛奶', '低筋麵粉', '起司', '雞蛋', '檸檬']"
92283,3,"['牛奶', '巧克力']"
92284,1,"['薑', '紅棗']"
92290,1,"['洋蔥', '蒜頭']"
92294,0,"['香蕉', '雞蛋', '中筋麵粉', '牛奶']"
92302,0,"['牛小排', '蘑菇', '花椰菜', '義大利麵', '牛奶', '鮮奶油', '起司']"
92304,0,"['低筋麵粉', '雞蛋', '泡菜']"
92307,3,"['蘋果', '奇異果', '香蕉', '優格']"
92308,0,"['雞蛋', '檸檬', '低筋麵粉']"
92311,1,['筊白筍']
92312,0,"['牛奶', '玉米粉']"
92314,3,"['雞蛋', '蛤蜊', '蝦子', '蟹管肉']"
92315,0,"['低筋麵粉', '泡打粉', '雞蛋', '牛奶']"
92318,1,"['雞腿', '筊白筍', '香菇']"
92324,0,"['低筋麵粉', '泡打粉', '雞蛋', '豆漿', '玉米', '火腿']"
92335,1,"['昆布', '鰹魚片', '白蘿蔔', '紹興酒']"
92338,2,"['米', '番茄', '蒜頭', '紅蘿蔔', '香菇', '洋蔥', '九層塔']"
92340,1,"['米', '牛奶', '番茄', '雞肉', '香菇']"
92341,2,"['白飯', '豆漿', '螃蟹', '花椰菜', '洋蔥', '紅蘿蔔', '起司']"
92342,2,"['里肌肉', '小黃瓜', '白蘿蔔', '香菜', '干貝']"
92345,1,"['蝦子', '蘑菇', '紹興酒', '蒜頭', '薑']"
92347,1,"['花生', '蒜頭']"
92350,3,['泡麵']
92358,2,"['雞腿', '香菇', '薑', '蒜頭', '枸杞']"
92363,3,"['雞腿', '蔥']"
92374,4,"['芋頭', '蛤蜊', '當歸', '紅棗', '枸杞', '薑', '蔥', '紹興酒']"
92377,1,"['米', '香菇', '豬五花肉', '魷魚', '紹興酒', '蒜頭']"
92385,0,"['中筋麵粉', '玉米粉']"
92389,0,"['高筋麵粉', '豆腐', '牛奶', '酵母', '南瓜']"
92390,3,"['地瓜', '銀耳', '紅棗']"
92391,2,"['牛小排', '薑', '蒜頭', '番茄']"
92394,1,"['米', '白蘿蔔', '豬五花肉', '香菇', '蝦子', '干貝', '芹菜']"
92395,1,['洛神']
92396,3,"['豬梅花肉', '紹興酒', '蓮藕']"
92397,1,"['白飯', '番茄', '豬五花肉', '起司']"
92399,1,"['雞蛋', '雞胸肉', '毛豆', '紅蘿蔔']"
92400,0,"['高筋麵粉', '低筋麵粉', '酵母', '牛奶', '雞蛋', '葡萄乾']"
92401,2,"['雞腿', '洋蔥', '美生菜', '檸檬', '蒜頭', '香菜']"
92411,4,"['苦瓜', '鯛魚', '鳳梨', '薑', '紹興酒', '蔥', '玉米粉']"
92413,1,"['米', '高湯', '蝦子', '透抽', '蛤蜊', '香菇', '菠菜', '芹菜']"
92414,0,"['低筋麵粉', '牛奶', '酵母']"
92415,1,"['高麗菜', '蛤蜊']"
92416,2,"['高麗菜', '紅蘿蔔', '豬絞肉', '薑', '蔥', '雞蛋', '太白粉', '紹興酒']"
92420,1,"['牛小排', '青椒']"
92421,1,"['茄子', '豬肉', '蒜頭']"
92425,1,"['大白菜', '豬五花肉', '木耳', '蝦子', '金針菇', '洋菇', '番茄', '雞蛋', '豆腐皮', '高湯']"
92430,1,"['小黃瓜', '蒜頭']"
92431,2,"['高麗菜', '紅蘿蔔', '蝦子', '蒜頭']"
92435,4,"['芋頭', '排骨', '薑', '蔥', '紹興酒', '太白粉']"
92439,3,"['米', '泡菜', '豬肉']"
92443,2,"['糯米', '南瓜', '香菇', '枸杞', '薑']"
92447,0,"['鮮奶油', '牛奶']"
92449,1,"['米', '香菇', '芹菜', '鮭魚', '薑', '紹興酒']"
92451,1,"['青江菜', '高麗菜', '火腿', '香菇', '高湯', '米']"
92464,4,"['馬鈴薯', '紅蘿蔔', '雞腿', '椰奶']"
92465,0,"['牛奶', '鮮奶油', '低筋麵粉', '雞蛋']"
92475,4,"['螃蟹', '南瓜', '蔥', '紹興酒', '太白粉', '高湯']"
92477,4,"['番茄', '雞蛋', '蔥']"
92481,1,"['薑', '蒜頭']"
92485,0,"['高湯', '牛奶', '雞蛋', '鮮奶油']"
92491,0,"['雞蛋', '糯米']"
92500,0,"['雞蛋', '高筋麵粉', '牛奶', '酵母']"
92505,2,"['蝦子', '蘆筍', '花生', '蒟蒻', '檸檬', '九層塔', '香菜']"
92512,0,"['低筋麵粉', '泡打粉', '巧克力', '雞蛋']"
92516,0,"['雞蛋', '中筋麵粉', '玉米粉', '蔥']"
92517,0,"['雞蛋', '低筋麵粉', '泡打粉', '栗子']"
92527,2,"['韭菜', '秋葵', '干貝', '白蘿蔔', '蟹肉棒', '玉米筍', '蘆筍']"
92533,0,"['雞蛋', '低筋麵粉', '牛奶']"
92536,3,"['馬鈴薯', '米']"
92541,4,"['筊白筍', '鹹蛋', '蔥', '蒜頭']"
92554,3,"['草莓', '鮮奶油']"
92556,4,"['豬絞肉', '芋頭', '蒜頭', '紹興酒']"
92557,4,"['紅蘿蔔', '雞蛋', '太白粉']"
92564,2,"['油麵', '洋蔥', '蒜頭', '紅蘿蔔', '肉絲', '太白粉']"
92573,2,"['高麗菜', '紅蘿蔔', '洋蔥', '檸檬']"
92577,1,"['魷魚', '蒜頭']"
92581,2,"['白蘿蔔', '水蓮', '薑', '蒜頭', '干貝']"
92584,1,"['南瓜', '鹹蛋', '薑']"
92585,1,"['貢丸', '海帶', '豆腐', '鰹魚']"
92587,4,"['蝦子', '薑', '蔥', '蒜頭', '紹興酒']"
92588,3,"['豬肉', '香菇', '雞蛋']"
92598,1,"['糯米', '雞腿', '香菇', '薑', '紹興酒']"
92599,4,"['糙米', '排骨', '豬絞肉', '芋頭', '香菇', '玉米', '芹菜', '雞蛋']"
92613,1,"['高麗菜', '蒜頭']"
92617,0,"['酵母', '高筋麵粉', '亞麻仁']"
92622,2,"['米', '番茄', '蝦子', '玉米筍', '洋蔥', '蒜頭', '起司']"
92624,1,"['牛小排', '甜豆', '玉米筍', '紅蘿蔔', '紹興酒']"
92625,2,"['旗魚', '薑', '蒜頭', '九層塔', '紹興酒']"
92640,3,"['芋頭', '紹興酒']"
92641,1,"['毛豆', '豆干', '蒜頭']"
92646,2,"['豬絞肉', '檸檬', '九層塔', '番茄', '紹興酒', '蒜頭']"
92649,1,"['韭菜', '豬絞肉', '薑', '紹興酒']"
92652,1,"['美白菇', '甜椒']"
92653,3,['地瓜']
92655,1,"['苦瓜', '排骨', '干貝']"
92664,0,"['高筋麵粉', '低筋麵粉', '牛奶', '雞蛋', '酵母']"
92668,2,"['番茄', '米', '杏鮑菇', '貢丸', '九層塔', '蒜頭', '紹興酒']"
92675,3,['吐司']
92679,2,"['牛腩', '紅蘿蔔', '秀珍菇', '木耳', '薑', '玉米筍', '昆布']"
92682,1,"['豬五花肉', '蒜頭', '薑', '米']"
92685,0,"['高筋麵粉', '酵母', '蔥', '培根']"
92687,1,"['米粉', '白蘿蔔', '蝦子', '肉燥']"
92688,1,"['白蘿蔔', '鱸魚', '薑', '臘腸', '蝦子', '香菇', '米粉', '干貝', '紹興酒']"
92689,1,"['白蘿蔔', '干貝']"
92690,0,"['雞蛋', '低筋麵粉', '杏仁果']"
92692,0,"['玉米', '牛奶']"
92703,2,"['絲瓜', '蛤蜊', '蒜頭', '薑']"
92704,4,"['筊白筍', '鹹蛋', '蔥', '蒜頭']"
92708,3,"['吐司', '酥皮', '香蕉', '雞蛋']"
92709,1,['高麗菜']
92717,0,"['中筋麵粉', '雞蛋', '蘋果']"
92718,1,"['雞蛋', '龍鬚菜']"
92719,3,['芋頭']
92721,4,"['排骨', '蒜頭', '蔥', '紹興酒']"
92741,1,"['烏龍麵', '雪花豬', '杏鮑菇', '青江菜', '紅蘿蔔', '魚板', '鮮雞晶']"
92744,2,"['番茄', '雞肉', '芹菜', '洋蔥', '紅蘿蔔', '培根']"
92751,0,"['中筋麵粉', '牛奶', '酵母']"
92752,2,"['茄子', '蒜頭', '薑', '九層塔']"
92753,1,"['石榴', '小黃瓜', '起司', '檸檬']"
92759,4,"['牛小排', '蔥', '蒜頭', '紹興酒', '太白粉']"
92761,3,"['雞腿', '蔥', '高粱']"
92762,4,"['蜆', '薑', '蔥', '豆腐']"
92763,4,"['豆腐', '豬絞肉', '蔥', '蒜頭', '太白粉']"
92764,1,"['蘑菇', '蒜頭', '洋蔥']"
92767,3,"['雞蛋', '啤酒']"
92775,4,"['雞肉', '蔥', '洋蔥', '雞蛋', '高湯', '紹興酒']"
92780,4,"['茄子', '豬絞肉', '蒜頭', '蔥', '紹興酒']"
92798,2,"['番茄', '豬絞肉', '紅蘿蔔', '洋蔥', '義大利麵']"
92800,0,"['高筋麵粉', '雞蛋', '奶粉', '中筋麵粉', '酵母']"
92806,0,"['雞蛋', '牛奶', '低筋麵粉', '玉米粉']"
92811,1,"['薑', '紅棗', '枸杞']"
92818,4,"['地瓜', '薑']"
92822,2,"['白菜', '木耳', '紅蘿蔔', '香菇', '蝦子', '蒜頭']"
92829,2,"['糙米', '雞腿', '山藥', '蒜頭', '薑', '栗子', '紅棗', '枸杞', '秀珍菇', '蔥', '泡菜', '紹興酒']"
92831,4,"['筊白筍', '鰻魚', '雞蛋', '蔥']"
92838,4,"['蝦子', '義大利麵', '起司', '蒜頭', '高湯', '太白粉', '紹興酒']"
92840,1,"['木耳', '紅棗', '枸杞']"
92845,0,"['雞蛋', '低筋麵粉', '牛奶', '泡打粉', '香蕉']"
92849,4,"['牛排', '蔥', '蒜頭']"
92861,3,"['馬鈴薯', '培根']"
92864,4,"['雞胸肉', '地瓜', '蔥', '蒜頭', '紹興酒']"
92868,1,"['白蘿蔔', '雞蛋', '昆布']"
92869,2,"['透抽', '蒜頭', '九層塔', '薑', '紹興酒']"
92873,3,['雞蛋']
92877,0,"['白飯', '洋蔥', '香腸', '雞蛋']"
92881,3,['雞蛋']
92886,3,['米']
92891,1,"['白蘿蔔', '干貝', '蛤蜊', '紹興酒']"
92897,4,"['中筋麵粉', '豬絞肉', '泡菜', '薑', '蔥']"
92900,0,"['高筋麵粉', '牛奶', '酵母']"
92901,1,"['豬排', '南瓜', '番茄', '栗子', '玉米', '蜜棗']"
92902,0,"['香蕉', '雞蛋', '低筋麵粉', '玉米粉', '牛奶']"
92906,2,"['起司', '洋蔥', '秀珍菇', '花椰菜', '米', '蒜頭', '牛奶']"
92909,0,"['高筋麵粉', '酵母']"
92914,0,"['酵母', '高筋麵粉', '牛奶']"
92917,0,"['菠菜', '雞蛋', '玉米粉']"
92924,3,"['吐司', '雞蛋']"
92929,3,['馬鈴薯']
92931,1,"['銀耳', '枸杞']"
92933,0,"['吐司', '雞蛋', '起司']"
92947,0,"['高筋麵粉', '酵母', '牛奶', '雞蛋', '花生']"
92949,0,"['雞胸肉', '玉米', '雞蛋', '牛奶']"
92950,0,"['雞蛋', '低筋麵粉', '奶粉', '巧克力']"
92958,1,['薑']
92962,0,"['米', '肉鬆', '雞蛋']"
92965,3,"['雞胸肉', '牛奶', '草莓']"
92969,3,"['吐司', '香蕉', '巧克力', '杏仁果']"
92982,2,"['豬五花肉', '蒜頭', '香菜', '薑', '梅干菜', '紹興酒']"
92984,1,"['玉米筍', '蘑菇', '蒜頭', '洋蔥', '鰹魚片', '紹興酒']"
92987,0,"['高筋麵粉', '牛奶', '酵母', '熱狗']"
92995,4,"['豆芽菜', '蒜頭', '蔥']"
92998,3,"['鮭魚', '豆腐', '紹興酒']"
93002,1,"['冬粉', '雞蛋', '火腿', '小黃瓜']"
93007,0,"['酵母', '中筋麵粉']"
93017,3,"['糯米', '花生']"
93018,2,"['豬五花肉', '洋蔥', '紅蘿蔔', '薑', '紹興酒']"
93021,4,"['雞腿', '洋蔥', '紅蘿蔔', '馬鈴薯']"
93023,0,"['菠菜', '高筋麵粉', '低筋麵粉', '牛奶', '酵母']"
93026,1,"['培根', '蘆筍']"
93029,1,"['豆干', '豬絞肉', '蒜頭', '木耳']"
93030,2,"['苦瓜', '薑', '鰹魚片', '香菜']"
93033,4,"['紅蘿蔔', '馬鈴薯', '高湯']"
93037,1,"['洋蔥', '紅蘿蔔', '雞肉']"
93040,2,"['雞腿', '杏鮑菇', '薑', '紹興酒', '九層塔', '蒜頭']"
93046,1,"['蛤蜊', '蒜頭', '紹興酒']"
93048,4,"['芋頭', '雞腿', '薑', '蔥']"
93049,1,"['吐司', '豬絞肉', '洋蔥', '紅蘿蔔', '雞蛋']"
93054,1,"['青椒', '豬肉', '蒜頭']"
93058,4,"['馬鈴薯', '紅蘿蔔', '高湯']"
93060,0,"['高筋麵粉', '酵母', '牛奶', '奶粉']"
93063,0,"['低筋麵粉', '泡打粉', '太白粉', '中筋麵粉', '奶粉', '雞蛋', '酵母']"
93067,1,"['豬肉', '小黃瓜', '番茄', '起司']"
93069,4,"['香菇', '豬絞肉', '荸薺', '蔥', '太白粉']"
93070,4,"['鹹蛋', '豬絞肉', '荸薺', '蔥', '太白粉']"
93078,1,"['白蘿蔔', '梅子']"
93085,3,['西谷米']
93089,1,"['竹筍', '蒜頭', '豬絞肉']"
93092,1,"['花椰菜', '培根', '雞胸肉', '起司']"
93095,1,"['蛤蜊', '絲瓜', '薑', '紹興酒']"
93101,3,"['核桃', '低筋麵粉']"
93105,3,['玉米']
93106,0,"['雞蛋', '中筋麵粉', '泡打粉', '檸檬', '牛奶']"
93107,1,"['蝦子', '年糕', '洋蔥', '起司']"
93108,0,"['酵母', '高筋麵粉', '牛奶', '香蒜粒', '起司', '低筋麵粉']"
93115,0,"['高筋麵粉', '酵母', '蔥']"
93121,2,"['雞腿', '薑', '冬菜', '紅棗', '黑棗', '蒜頭']"
93123,1,"['杏鮑菇', '紹興酒', '薑']"
93125,1,"['韭菜', '豬絞肉', '豆皮', '冬粉']"
93131,4,"['南瓜', '米粉', '雞蛋', '蔥']"
93136,1,"['雞腿', '雞蛋', '美白菇', '洋蔥', '鰹魚片']"
93144,0,"['中筋麵粉', '泡打粉']"
93146,4,"['雞胸肉', '蔥', '蒜頭', '太白粉', '紹興酒']"
93156,4,"['豬絞肉', '脆瓜', '蔥', '蒜頭', '紹興酒']"
93158,3,"['地瓜', '花生']"
93159,2,"['豬五花肉', '香菜', '蔥', '蒜頭', '小黃瓜', '檸檬']"
93160,0,"['玉米', '馬鈴薯', '高湯', '牛奶', '鮮奶油']"
93161,2,"['冬粉', '紅蘿蔔', '豬絞肉', '香菇', '竹筍', '薑', '蔥', '木耳', '太白粉', '雞蛋', '中筋麵粉']"
93172,1,"['雞腿', '優格', '薑', '蒜頭']"
93174,0,"['雞蛋', '低筋麵粉']"
93175,2,"['小黃瓜', '香腸', '雞蛋', '紅蘿蔔', '蒜頭', '白飯']"
93179,1,"['蝦子', '蛤蜊', '花枝', '肉絲', '芹菜', '白飯']"
93181,0,"['中筋麵粉', '酵母', '葡萄乾']"
93184,3,"['馬鈴薯', '起司']"
93185,2,"['牛腱', '白蘿蔔', '紅蘿蔔', '洋蔥', '高麗菜', '番茄', '薑']"
93186,2,"['蒜頭', '鯛魚', '薑', '馬鈴薯', '紅蘿蔔', '四季豆', '木耳', '枸杞', '優格']"
93187,3,['雞蛋']
93195,4,"['冬粉', '泡菜', '香菇', '豆腐', '蔥', '蒜頭']"
93210,1,"['傳統豆腐', '蒜頭', '香菇']"
93211,0,"['吐司', '肉鬆', '雞蛋', '蔥', '起司']"
93213,3,"['雞腿', '蔥']"
93221,2,"['雞胸肉', '青椒', '薑', '蒜頭', '蔥', '雞蛋', '紹興酒', '太白粉']"
93222,1,"['白蘿蔔', '雞蛋', '干貝']"
93227,0,"['豬後腿肉', '雞蛋', '蔥', '低筋麵粉', '中筋麵粉', '酵母']"
93233,3,['蘋果']
93234,4,"['蒜頭', '香菜', '地瓜']"
93238,2,"['牛蒡', '玉米', '紅蘿蔔', '香菇', '鴻喜菇', '薑', '蔥', '貢丸']"
93243,3,['金棗']
93244,0,"['高筋麵粉', '雞蛋', '牛奶', '低筋麵粉', '玉米粉']"
93248,0,"['中筋麵粉', '酵母', '泡打粉']"
93252,4,"['白蘿蔔', '蝦子', '蛤蜊', '透抽', '干貝', '蔥', '白飯']"
93253,3,"['雞蛋', '高湯']"
93257,3,"['米', '肉鬆']"
93258,0,"['吐司', '雞蛋', '牛奶', '藍莓']"
93263,1,['茄子']
93266,1,"['白蘿蔔', '米粉', '干貝']"
93280,1,"['雞蛋', '九層塔']"
93281,0,"['馬鈴薯', '火腿', '玉米', '起司']"
93282,4,"['馬鈴薯', '雞蛋', '紅蘿蔔', '玉米']"
93283,4,"['豆腐', '豬絞肉', '蔥', '薑', '蒜頭', '紹興酒', '太白粉']"
93285,3,"['蘋果', '紅酒']"
93286,1,"['蒜頭', '土魠魚']"
93289,3,"['起司', '培根', '蔥']"
93297,2,"['水蓮', '香菇', '紅蘿蔔', '蒜頭', '鮮雞晶']"
93299,2,"['番茄', '蛤蜊', '洋蔥', '蒜頭', '高湯', '義大利麵']"
93302,1,"['鳳梨', '木耳', '薑']"
93304,0,"['低筋麵粉', '雞蛋', '牛奶']"
93305,0,"['中筋麵粉', '玉米粉', '雞蛋', '泡打粉']"
93308,3,['地瓜']
93310,4,"['白蘿蔔', '豬五花肉', '地瓜', '薑', '紹興酒', '干貝']"
93328,3,"['鯛魚', '檸檬']"
93333,0,"['雞蛋', '低筋麵粉', '牛奶']"
93339,1,"['雞翅', '紹興酒', '蒜頭', '薑']"
93341,0,"['高筋麵粉', '奶粉', '酵母', '南瓜']"
93346,4,"['蝦子', '香菇', '蒜頭', '蔥', '豬絞肉', '木耳', '花枝', '白菜']"
93347,1,"['豬絞肉', '洋蔥', '蒜頭']"
93356,0,"['低筋麵粉', '中筋麵粉', '酵母', '雞蛋']"
93358,1,"['花椰菜', '透抽', '蒜頭']"
93359,4,"['雞蛋', '蔥', '絲瓜', '麵線', '枸杞']"
93365,2,"['雞蛋', '白蘿蔔', '紅蘿蔔', '蝦子', '蒜頭', '香菇', '蔥', '干貝']"
93367,0,"['高筋麵粉', '酵母', '洋蔥', '鮪魚', '玉米', '起司']"
93368,4,"['蝦子', '蔥', '紅蘿蔔', '海苔', '雞蛋', '太白粉']"
93370,4,"['豆腐', '豬絞肉', '蔥', '蒜頭', '太白粉', '鮮雞晶']"
93374,3,['馬鈴薯']
93376,3,['蘋果']
93377,1,"['南瓜', '薑', '牛奶', '鮮奶油']"
93378,3,"['蝦子', '紹興酒']"
93379,1,"['豬五花肉', '紅蘿蔔', '香菇', '豆干']"
93382,1,"['排骨', '玉米', '白蘿蔔', '干貝']"
93383,1,"['鮭魚', '白蘿蔔', '昆布', '鰹魚片', '干貝', '米', '白飯']"
93387,0,"['傳統豆腐', '紹興酒', '起司', '海苔', '白飯', '糯米']"
93391,4,"['油豆腐', '豬絞肉', '香菇', '薑', '蔥', '蒜頭', '太白粉']"
93392,0,"['吐司', '雞蛋', '起司']"
93393,4,"['白蘿蔔', '鹹蛋', '蔥', '干貝']"
93410,2,"['螃蟹', '九層塔', '薑', '蒜頭', '紹興酒', '太白粉']"
93412,2,"['番茄', '蛤蜊', '洋蔥', '蒜頭', '高湯', '義大利麵']"
93413,0,"['番茄', '起司', '吐司', '糯米']"
93415,4,"['豬五花肉', '蔥', '薑', '紹興酒']"
93416,0,"['豆漿', '豆腐', '米', '低筋麵粉', '雞蛋', '芋頭']"
93420,1,"['義大利麵', '蛤蜊', '蒜頭', '洋蔥', '白酒']"
93422,3,"['酥皮', '雞蛋']"
93423,1,"['銀耳', '紅棗', '枸杞']"
93424,2,"['鰻魚', '白蘿蔔', '紅蘿蔔', '小黃瓜', '白飯', '香菇', '蘆筍', '雞骨', '玉米筍']"
93426,1,"['洋菇', '起司', '甜椒']"
93428,2,"['棒棒腿', '奇異果', '蒜頭', '薑', '地瓜', '太白粉', '高筋麵粉', '玉米筍', '花椰菜']"
93435,1,"['豬五花肉', '番茄']"
93438,4,"['雞蛋', '蔥', '中筋麵粉', '地瓜']"
93440,2,"['蓮藕', '竹筍', '紅蘿蔔', '香菇', '牛蒡', '蒟蒻', '四季豆', '高湯', '紹興酒']"
93449,3,"['木耳', '石榴']"
93450,3,"['牛奶', '百香果']"
93454,1,"['培根', '洋蔥', '蘑菇', '番茄', '米', '高湯']"
93461,1,"['南瓜', '紅蘿蔔', '洋菇', '毛豆', '高湯']"
93464,2,"['雞腿', '蒜頭', '紅蘿蔔', '洋蔥', '花椰菜', '巧克力']"
93465,0,"['雞蛋', '牛奶', '低筋麵粉', '玉米粉']"
93473,2,"['絲瓜', '蝦子', '蒜頭', '薑', '低筋麵粉', '米粉']"
93476,1,"['昆布', '鰹魚片']"
93478,3,['腰果']
93481,0,"['雞蛋', '奶粉', '低筋麵粉']"
93482,2,"['豬絞肉', '香菇', '蒜頭', '薑', '蔥', '太白粉', '香菜', '紹興酒']"
93483,2,"['番茄', '蘑菇', '豬絞肉', '玉米', '蒜頭', '蔥', '米', '高湯', '起司', '九層塔']"
93485,1,"['小黃瓜', '鹹蛋']"
93488,4,"['白蘿蔔', '火腿', '芹菜', '干貝', '太白粉']"
93492,2,"['米', '薑', '牡蠣', '香菜', '昆布']"
93496,3,['豆干']
93503,2,"['鮭魚', '白蘿蔔', '紅蘿蔔', '小黃瓜', '干貝']"
93507,4,"['豆包', '香腸', '海苔', '太白粉']"
93511,3,"['中筋麵粉', '蔥']"
93514,2,"['牛腱', '馬鈴薯', '西洋芹', '高麗菜', '紅蘿蔔', '番茄', '洋蔥', '蒜頭', '番茄汁']"
93515,1,"['義大利麵', '培根', '洋蔥', '蘆筍', '牛奶']"
93516,1,['洛神']
93517,1,"['雞腿', '洋蔥', '鰹魚', '雞蛋']"
93520,4,"['芋頭', '馬鈴薯', '紅蘿蔔', '洋蔥', '雞腿']"
93521,2,"['魷魚', '豬五花肉', '青椒', '蔥', '蒜頭', '洋蔥', '泡菜']"
93523,4,"['蝦子', '紹興酒', '蒜頭', '冬粉', '蔥']"
93533,3,"['蔓越莓', '吐司', '酵母', '地瓜', '雞蛋']"
93538,1,"['蘑菇', '南瓜', '洋蔥', '米']"
93543,3,"['土魠魚', '紹興酒']"
93550,3,"['梨子', '香蕉']"
93551,1,"['雞腿', '干貝', '火腿', '大白菜', '紹興酒']"
93554,1,['紅蘿蔔']
93562,0,"['牛奶', '雞蛋', '低筋麵粉', '玉米粉', '馬鈴薯', '中筋麵粉']"
93565,2,"['豬絞肉', '番茄', '蒜頭', '九層塔', '紹興酒', '檸檬']"
93567,4,"['花椰菜', '馬鈴薯', '培根', '起司']"
93573,4,"['白蘿蔔', '雞蛋', '蔥', '蒜頭', '干貝']"
93575,0,"['高筋麵粉', '低筋麵粉', '雞蛋', '豆腐']"
93576,4,"['傳統豆腐', '豬絞肉', '蒜頭', '薑', '蔥', '高湯']"
93578,3,"['酥皮', '雞蛋', '鳳梨', '蘋果']"
93583,2,"['白蘿蔔', '紅蘿蔔', '南瓜', '山藥', '干貝', '太白粉', '紹興酒']"
93584,2,"['鮮魚', '白蘿蔔', '紅蘿蔔', '鴻喜菇', '薑', '蔥', '紹興酒', '干貝']"
93585,2,"['鴨肉', '白蘿蔔', '太白粉', '九層塔', '薑', '干貝', '蒜頭']"
93588,1,"['豬絞肉', '洋蔥', '蔭瓜', '玉米', '紹興酒', '鴨蛋']"
93593,3,"['米粉', '豬絞肉', '香菇', '蝦子']"
93594,1,"['米', '番茄']"
93596,0,"['高筋麵粉', '低筋麵粉', '優格', '酵母', '雞蛋']"
93597,2,"['銀耳', '木耳', '紅蘿蔔', '小黃瓜', '蒜頭']"
93598,4,"['米粉', '馬鈴薯', '高麗菜', '紅蘿蔔', '蔥', '雞蛋']"
93600,2,"['高麗菜', '紅蘿蔔', '豬絞肉', '蒜頭', '紹興酒']"
93602,0,"['雞蛋', '低筋麵粉', '玉米粉']"
93603,1,"['雞腿', '洋蔥', '鴻喜菇', '雞蛋', '白飯', '紹興酒', '高湯']"
93609,2,"['白飯', '雞蛋', '蝦子', '鮭魚', '小黃瓜', '小白菜', '蒜頭', '蔥', '牛蒡', '海苔']"
93610,4,"['米粉', '紅蘿蔔', '蔥', '洋蔥', '香菇', '火腿', '雞蛋', '豬肉']"
93614,4,"['大骨', '山藥', '白蘿蔔', '干貝']"
93615,2,"['蝦子', '冬粉', '洋蔥', '豬絞肉', '蒜頭', '香菜', '高湯']"
93627,1,"['白蘿蔔', '蝦子', '干貝']"
93633,1,"['蝦子', '蒜頭', '白飯']"
93638,2,"['黃瓜', '雞腳', '薑', '芹菜', '紹興酒']"
93641,3,['起司']
93645,0,"['藍莓', '雞蛋', '牛奶', '低筋麵粉']"
93651,1,"['紅棗', '枸杞']"
93652,3,"['巧克力', '雞蛋']"
93653,0,"['泡打粉', '高筋麵粉', '雞蛋', '牛奶', '巧克力']"
93665,3,"['豬五花肉', '糯米', '紹興酒']"
93671,0,"['雞蛋', '低筋麵粉', '牛奶']"
93673,2,"['牛腱', '紅蘿蔔', '白蘿蔔', '馬鈴薯', '番茄', '洋蔥', '蔥', '蒜頭', '薑', '高湯', '紹興酒']"
93687,1,"['芹菜', '雞蛋']"
93691,0,"['中筋麵粉', '酵母', '牛奶']"
93692,4,"['馬鈴薯', '紅蘿蔔', '蒜頭']"
93694,3,['豬五花肉']
93696,3,['芋頭']
93699,1,"['培根', '甜椒', '玉米筍', '蘆筍']"
93705,0,"['玉米', '米', '番茄', '牛排']"
93707,4,"['牛腱', '白蘿蔔', '干貝', '薑', '蔥']"
93711,2,"['白蘿蔔', '豬絞肉', '干貝', '花枝', '蝦子', '青椒', '紅蘿蔔', '玉米筍', '香菜', '蒜頭', '薑', '紹興酒', '太白粉']"
93714,0,"['雞蛋', '鹹蛋', '紹興酒', '牛奶', '太白粉']"
93717,2,"['雞腿', '西洋芹', '洋蔥', '蒜頭', '白酒']"
93719,2,"['紅蘿蔔', '白蘿蔔', '黃瓜', '蝦子', '芹菜', '干貝']"
93722,1,"['番茄', '雞胸肉']"
93737,1,"['雞肉', '香菇', '白蘿蔔', '蛤蜊', '干貝', '紅蘿蔔']"
93746,4,"['米', '香腸', '雞蛋', '蔥', '洋蔥', '紅蘿蔔']"
93753,2,"['豬五花肉', '白蘿蔔', '蔥', '薑', '蒜頭', '干貝', '紹興酒']"
93757,1,"['吐司', '雞胸肉', '雞蛋', '美生菜', '腰果']"
93760,4,"['淡菜', '啤酒', '檸檬', '蔥', '蒜頭', '香菜']"
93764,1,"['白蘿蔔', '雞蛋']"
93765,4,"['螃蟹', '洋蔥', '雞蛋', '地瓜']"
